system   D            wsystem.c:583  maybe_parent_dir                 [   0.00119] Also searching D:\saper\
display  D   display_settings.c:191  debug_display_settings           [   5.46505] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46509] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   5.46512] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46516] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   5.46519] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46524] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   5.46528] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46533] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   5.46536] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46540] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   5.46543] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46546] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   5.46549] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46553] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   5.46556] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46559] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   5.46562] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46566] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   5.46568] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46572] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   5.46575] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46578] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   5.46582] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46586] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   5.46588] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46592] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   5.46595] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46598] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   5.46601] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46605] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   5.46608] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46611] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46614] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46618] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46621] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46624] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46627] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46633] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46636] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46639] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46642] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46646] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46649] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46652] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46655] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46659] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46662] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46665] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46668] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46672] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46675] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46678] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46682] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46686] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46689] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46693] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46696] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46700] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46703] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46706] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46709] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46713] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46716] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46719] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   5.46722] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46726] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   5.46729] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46733] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   5.46737] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46740] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   5.46743] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46747] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   5.46750] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46753] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   5.46756] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46759] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   5.46762] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46766] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   5.46769] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46772] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   5.46775] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46778] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   5.46782] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46788] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   5.46791] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46795] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   5.46798] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46802] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   5.46804] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46808] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   5.46811] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46815] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   5.46818] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   5.46824] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   5.46828] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46834] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46838] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46842] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46845] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46848] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46852] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46856] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46860] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46866] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46871] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46876] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46881] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46885] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46888] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46892] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46895] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46898] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46901] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46905] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46908] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46911] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46914] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46920] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46925] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46930] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46936] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46941] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46946] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46951] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   5.46956] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   5.46961] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1645 d3d_create_display_internals     [   5.46970] Trying format 0.
d3d      I         d3d_disp.cpp:1326 d3d_display_thread_proc          [   5.47032] Chose a display format: 23
d3d      I         d3d_disp.cpp:1395 d3d_display_thread_proc          [   5.47043] Normal window.
d3d      I         d3d_disp.cpp:801  d3d_create_device                [   5.49062] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:866  d3d_create_device                [   5.50612] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:874  d3d_create_device                [   5.50620] Success
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   5.50630] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   5.50641] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1724 d3d_create_display_internals     [   5.50647] Returning d3d_display: 00644BC8
d3d      D         d3d_disp.cpp:1749 d3d_create_display_locked        [   5.50650] al_display=00644BC8
d3d      D         d3d_disp.cpp:1750 d3d_create_display_locked        [   5.50653] al_display->vt=0069BAF8
font     W               font.c:286  al_init_font_addon               [   5.51553] Font addon already initialised.
font     W                ttf.c:854  al_init_ttf_addon                [   5.51562] TTF addon already initialised.
dtor     D               dtor.c:184  _al_register_destructor          [   5.51914] added dtor for object 005F9E50, func 0F1E24D2
dtor     D               dtor.c:184  _al_register_destructor          [   5.51928] added dtor for object 07121EE8, func 0F1E27A7
dtor     D               dtor.c:214  _al_unregister_destructor        [   5.68830] removed dtor for object 005F9E50
dtor     D               dtor.c:214  _al_unregister_destructor        [   5.68840] removed dtor for object 07121EE8
d3d      I         d3d_disp.cpp:921  d3d_destroy_display              [   5.68850] destroying display 00644BC8 (current 00000000)
d3d      D         d3d_disp.cpp:905  d3d_destroy_display_internals    [   5.68869] waiting for display 00644BC8's thread to end
d3d      W         d3d_disp.cpp:617  d3d_destroy_device               [   5.70508] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1527 d3d_display_thread_proc          [   5.71209] d3d display thread exits
d3d      I         d3d_disp.cpp:1737 d3d_create_display_locked        [   6.17611] faux_fullscreen=0
d3d      D         d3d_disp.cpp:1738 d3d_create_display_locked        [   6.17618] al_display=00644EB0
d3d      D         d3d_disp.cpp:1739 d3d_create_display_locked        [   6.17621] al_display->vt=0069BAF8
d3d      I d3d_display_formats.cpp:144  _al_d3d_generate_display_format_list [   6.17643] found 64 format combinations
display  D   display_settings.c:191  debug_display_settings           [   6.17646] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17650] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   6.17654] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17658] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   6.17661] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17665] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   6.17668] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17671] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   6.17674] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17678] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   6.17680] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17684] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   6.17687] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17690] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   6.17694] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17698] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   6.17702] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17706] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   6.17709] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17712] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   6.17715] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17719] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   6.17721] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17725] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   6.17728] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17731] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   6.17734] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17738] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   6.17740] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17744] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   6.17747] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17750] Score is : 897
display  D   display_settings.c:191  debug_display_settings           [   6.17754] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.17758] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.17763] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.17768] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.17771] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.17775] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.17778] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.17781] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.17784] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.17788] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.17791] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.17794] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.17797] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.17802] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.17807] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.17813] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.17817] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.17822] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.17825] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.17829] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.17832] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.17836] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.17839] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.17842] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.17845] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.17849] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.17853] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.17857] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.17860] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.17864] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.17867] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.17870] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.17873] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17877] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   6.17882] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17887] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   6.17891] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17896] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   6.17900] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17905] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   6.17908] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17912] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   6.17914] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17918] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   6.17921] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17925] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   6.17928] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17932] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   6.17934] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17938] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   6.17940] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17944] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   6.17947] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17950] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   6.17954] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17958] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   6.17961] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17964] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   6.17967] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17971] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   6.17973] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17977] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   6.17979] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   6.17983] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   6.17986] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.17989] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.17992] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.17996] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.17999] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.18002] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.18006] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.18010] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.18013] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.18016] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   6.18019] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   6.18023] Single Buffer requirement not met.
